Rk,G,Season,Age,Tm,Opp,W/L,GS,MP,MP1,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-
18,18,11-12,23-340,GSW,OKC,L (-23),1,27.56,27:56,4,13,0.308,3,5,0.6,0,0,,1,1,2,4,0,0,4,2,11,2.5,-12
19,19,11-12,23-341,GSW,MEM,L (-1),1,40.14,40:14,13,21,0.619,6,9,0.667,4,4,1,1,1,2,6,2,0,2,5,36,29.7,9
20,20,11-12,23-343,GSW,LAC,W (+7),1,33.16,33:16,3,6,0.5,3,5,0.6,2,2,1,0,3,3,6,0,1,3,3,11,9.6,16
21,21,11-12,23-345,GSW,PHO,W (+2),1,10.00,10:00,3,7,0.429,1,3,0.333,2,2,1,0,0,0,2,2,0,1,1,9,7.3,13
22,22,11-12,23-352,GSW,ATL,W (+3),0,0.03,0:03,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,2
23,23,11-12,23-357,GSW,WAS,W (+20),0,9.18,9:18,5,7,0.714,2,3,0.667,0,0,,0,1,1,1,1,0,0,1,12,10.7,10
24,24,11-12,23-359,GSW,MEM,L (-18),0,24.16,24:16,7,11,0.636,1,2,0.5,0,0,,0,4,4,3,0,0,2,3,15,10.2,4
25,25,11-12,23-362,GSW,DAL,W (+24),1,16.19,16:19,4,7,0.571,2,4,0.5,0,0,,0,2,2,2,1,0,3,0,10,6.7,10
26,26,11-12,23-363,GSW,LAC,W (+4),1,9.13,9:13,0,3,0,0,1,0,0,0,,0,3,3,1,0,0,1,0,0,-1.5,6
1,1,12-13,24-231,GSW,PHO,W (+2),1,30.22,30:22,2,14,0.143,0,6,0,1,3,0.333,3,4,7,3,2,0,4,3,5,-2.6,-2
2,2,12-13,24-233,GSW,MEM,L (-10),1,42.30,42:30,10,20,0.5,6,10,0.6,0,1,0,1,4,5,7,1,0,4,3,26,18.2,-7
3,3,12-13,24-234,GSW,LAC,W (+4),1,43.02,43:02,6,16,0.375,2,7,0.286,9,10,0.9,0,4,4,4,3,0,5,4,23,14.2,6
4,4,12-13,24-236,GSW,SAC,L (-2),1,39.02,39:02,3,15,0.2,2,6,0.333,4,5,0.8,1,5,6,8,1,0,3,2,12,7.3,0
5,5,12-13,24-238,GSW,CLE,W (+10),1,36.28,36:28,8,14,0.571,2,6,0.333,3,3,1,0,5,5,6,2,0,3,3,21,17.9,7
6,6,12-13,24-240,GSW,LAL,L (-24),1,30.16,30:16,6,16,0.375,2,6,0.333,4,4,1,0,3,3,5,1,0,0,0,18,14.6,-19
7,7,12-13,24-241,GSW,DEN,L (-6),1,37.12,37:12,7,17,0.412,3,6,0.5,2,2,1,0,5,5,3,3,0,4,5,19,10.5,-5
8,8,12-13,24-245,GSW,ATL,W (+4),1,32.31,32:31,4,12,0.333,0,5,0,4,4,1,0,1,1,7,3,0,4,3,12,8.2,1
9,9,12-13,24-247,GSW,MIN,W (+8),1,29.09,29:09,7,12,0.583,0,3,0,3,3,1,2,2,4,6,1,1,3,6,17,13.9,19
10,10,12-13,24-249,GSW,OKC,L (-10),1,33.21,33:21,9,17,0.529,4,8,0.5,0,0,,1,1,2,6,0,0,3,2,22,15.1,-11
11,11,12-13,24-250,GSW,DAL,W (+4),1,43.16,43:16,9,21,0.429,3,7,0.429,10,10,1,0,6,6,9,2,0,4,2,31,25.2,3
12,12,12-13,24-252,GSW,BRK,W (+9),1,41.35,41:35,7,13,0.538,2,4,0.5,9,10,0.9,0,6,6,4,0,0,2,2,25,20.1,9
13,13,12-13,24-254,GSW,DEN,L (-11),1,25.46,25:46,2,5,0.4,2,2,1,0,0,,0,1,1,3,0,0,4,4,6,0.1,-18
14,14,12-13,24-255,GSW,MIN,W (+11),1,38.53,38:53,7,19,0.368,5,10,0.5,1,1,1,0,2,2,6,1,0,3,3,20,11.1,22
15,15,12-13,24-260,GSW,DEN,W (+1),1,45.07,45:07,7,17,0.412,4,7,0.571,2,2,1,1,3,4,10,4,0,3,4,20,18.9,2
16,16,12-13,24-262,GSW,IND,W (+11),1,37.07,37:07,7,14,0.5,3,5,0.6,3,3,1,0,1,1,11,2,0,4,4,20,17.4,6
17,17,12-13,24-264,GSW,ORL,L (-8),1,44.12,44:12,9,21,0.429,3,6,0.5,4,5,0.8,1,4,5,11,2,0,1,0,25,24.1,-3
18,18,12-13,24-266,GSW,DET,W (+7),1,37.16,37:16,7,15,0.467,4,6,0.667,4,4,1,0,3,3,10,4,0,1,2,22,24.4,10
19,19,12-13,24-268,GSW,BRK,W (+7),1,42.59,42:59,10,19,0.526,5,9,0.556,3,3,1,1,3,4,5,2,0,0,1,28,25.4,8
20,20,12-13,24-269,GSW,WAS,W (+4),1,35.28,35:28,7,15,0.467,2,8,0.25,6,7,0.857,1,2,3,5,0,0,4,1,22,14.3,-5
21,21,12-13,24-271,GSW,CHA,W (+8),1,36.33,36:33,10,22,0.455,4,7,0.571,3,4,0.75,1,6,7,7,1,0,3,5,27,18.6,3
22,22,12-13,24-273,GSW,MIA,W (+2),1,41.45,41:45,4,10,0.4,1,3,0.333,0,0,,0,3,3,7,2,0,6,0,9,5.4,9
23,23,12-13,24-275,GSW,ORL,L (-14),1,42.54,42:54,8,19,0.421,2,5,0.4,7,8,0.875,1,2,3,3,0,0,1,0,25,16.9,-6
24,24,12-13,24-276,GSW,ATL,W (+22),1,36.12,36:12,6,20,0.3,3,11,0.273,3,3,1,0,8,8,11,3,0,4,1,18,15.1,20
25,25,12-13,24-279,GSW,NOH,W (+7),1,39.17,39:17,5,13,0.385,1,3,0.333,2,2,1,2,3,5,3,0,0,2,2,13,7.5,3
26,26,12-13,24-280,GSW,SAC,L (-4),1,41.46,41:46,11,24,0.458,7,12,0.583,3,3,1,0,6,6,4,1,1,4,6,32,19.5,0
27,27,12-13,24-282,GSW,CHA,W (+15),1,35.41,35:41,9,17,0.529,8,13,0.615,1,1,1,0,3,3,8,0,2,2,2,27,23.8,7
28,28,12-13,24-283,GSW,LAL,L (-3),1,44.31,44:31,8,23,0.348,3,10,0.3,1,1,1,1,7,8,7,4,0,4,4,20,13.2,6
29,29,12-13,24-287,GSW,UTA,W (+11),1,37.51,37:51,7,18,0.389,4,7,0.571,5,6,0.833,2,6,8,7,1,1,2,0,23,20.6,12
30,30,12-13,24-289,GSW,PHI,W (+7),1,39.23,39:23,5,11,0.455,1,4,0.25,0,0,,0,5,5,6,1,0,4,3,11,6.8,7
31,31,12-13,24-290,GSW,BOS,W (+18),1,34.43,34:43,8,13,0.615,4,5,0.8,2,2,1,1,3,4,9,3,2,5,3,22,22.2,19
32,32,12-13,24-294,GSW,LAC,W (+21),1,43.09,43:09,11,16,0.688,6,8,0.75,3,4,0.75,1,5,6,8,2,0,4,3,31,28.4,27
33,33,12-13,24-297,GSW,LAC,L (-26),1,29.00,29:00,4,11,0.364,1,5,0.2,1,1,1,0,0,0,5,0,0,2,0,10,5.4,-31
34,34,12-13,24-301,GSW,MEM,L (-7),1,40.31,40:31,10,22,0.455,4,8,0.5,0,1,0,1,3,4,4,2,0,4,2,24,13.8,-12
35,35,12-13,24-303,GSW,POR,W (+6),1,43.36,43:36,7,22,0.318,3,8,0.375,5,5,1,0,3,3,12,3,1,1,1,22,21,-1
36,36,12-13,24-305,GSW,DEN,L (-11),1,41.01,41:01,11,18,0.611,7,9,0.778,0,0,,0,0,0,7,1,0,1,4,29,24.1,-13
37,,12-13,24-308,GSW,MIA,L (-17),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
38,,12-13,24-310,GSW,SAS,L (-7),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
39,37,12-13,24-311,GSW,NOH,W (+4),1,38.29,38:29,5,17,0.294,2,8,0.25,8,10,0.8,1,2,3,7,4,0,1,2,20,17.7,11
40,38,12-13,24-313,GSW,LAC,W (+7),1,36.38,36:38,9,14,0.643,6,8,0.75,4,4,1,0,3,3,6,0,0,2,4,28,23.3,7
